flood_exposure,flood_boundary_distance,easement_encroachment_pct,lot_coverage_ratio,property_age,num_transfers_5yr,avg_holding_period_years,ownership_anomaly_score,cv_vs_recorded_area_delta,label
0,102.1,0.037,0.821,16,2,11.53,0.151,0.017,0
0,425.4,0.037,0.468,24,5,7.95,0.562,0,0
0,476.2,0.202,0.767,67,1,0.74,0.359,0,0
0,334.3,0.158,0.569,36,2,3.57,0.165,0.101,0
0,57.9,0.227,0.364,59,5,4.5,0.643,0,1
0,343.8,0.226,0.282,77,5,4.36,0.592,0.065,0
0,202.0,0.035,0.365,55,2,9.74,0.388,0.032,0
0,56.2,0.176,0.455,51,0,12.9,0.108,0.072,0
0,336.4,0.15,0.406,72,0,22.0,0.017,0.115,0
0,295.7,0.171,0.28,79,5,10.36,0.532,0.106,0
0,59.0,0.281,0.735,12,1,10.12,0.147,0.048,0
0,157.6,0.117,0.884,5,3,2.14,0.287,0,1
0,333.1,0.05,0.573,26,2,3.49,0.286,0.202,0
0,323.0,0.338,0.897,24,4,3.04,0.528,0.01,0
0,161.6,0.014,0.859,66,2,12.03,0.366,0,0
0,151.3,0.339,0.365,62,4,14.52,0.345,0,0
0,17.6,0.014,0.344,19,1,0.57,0.378,0,0
0,133.2,0.123,0.626,10,0,28.8,0.037,0.007,0
0,152.5,0.011,0.664,32,2,6.29,0.144,0.189,0
0,302.5,0.061,0.482,7,0,22.1,0.067,0.091,0
0,155.7,0.324,0.509,26,0,8.5,0.022,0,0
0,239.5,0.15,0.614,10,0,28.9,0.0,0.114,0
0,294.4,0.131,0.64,44,0,23.9,0.0,0,0
0,236.8,0.267,0.286,74,1,12.53,0.097,0,0
0,348.4,0.303,0.749,75,1,7.99,0.198,0,0
0,119.5,0.236,0.446,81,3,9.54,0.361,0.078,1
1,0.0,0.034,0.264,17,3,6.17,0.519,0.11,1
0,491.5,0.287,0.63,25,6,9.45,0.52,0.097,0
0,93.7,0.26,0.538,44,6,1.95,0.969,0,1
0,201.7,0.244,0.795,63,0,12.1,0.122,0.104,0
1,0.0,0.156,0.62,23,1,0.63,0.287,0.101,1
1,0.0,0.074,0.291,62,2,10.01,0.148,0.016,1
0,462.5,0.024,0.895,4,6,3.12,0.607,0.025,0
1,0.0,0.091,0.657,7,5,12.53,0.572,0.058,1
0,254.7,0.238,0.976,51,0,27.5,0.0,0.128,0
0,462.0,0.022,0.741,72,3,11.57,0.2,0,0
0,195.0,0.346,0.385,19,3,10.34,0.309,0.07,0
0,408.8,0.283,0.264,69,1,0.98,0.307,0.056,0
0,176.9,0.239,0.379,55,5,12.5,0.422,0,0
1,0.0,0.299,0.663,72,5,1.63,0.717,0,1
1,0.0,0.189,0.824,49,2,10.7,0.299,0.198,1
0,46.6,0.201,0.64,30,5,1.32,0.684,0.013,1
0,330.1,0.011,0.457,74,0,10.1,0.09,0.079,0
0,125.5,0.026,0.798,77,2,14.73,0.378,0.017,0
1,0.0,0.168,0.276,77,3,7.86,0.323,0.0,1
0,393.0,0.307,0.281,56,4,9.32,0.34,0.133,0
0,385.2,0.243,0.651,67,3,2.21,0.363,0,0
0,104.9,0.153,0.306,80,1,6.49,0.153,0,0
0,437.9,0.087,0.322,58,1,1.13,0.293,0,0
0,499.1,0.045,0.332,72,0,11.3,0.0,0.025,0
0,227.3,0.106,0.47,50,4,13.45,0.356,0.008,0
0,36.5,0.315,0.303,64,4,3.84,0.447,0,1
0,27.6,0.082,0.572,67,0,17.5,0.182,0.113,0
0,157.2,0.338,0.628,18,0,26.6,0.027,0.066,0
0,270.9,0.231,0.49,78,5,11.44,0.611,0,1
0,407.0,0.207,0.781,26,2,11.85,0.401,0,0
0,430.7,0.328,0.725,15,1,2.86,0.031,0,0
0,74.6,0.005,0.318,50,4,4.79,0.425,0.04,0
0,393.4,0.284,0.419,40,1,12.79,0.228,0.036,0
0,238.6,0.338,0.645,29,0,19.5,0.237,0.132,0
0,98.1,0.268,0.552,52,6,3.03,0.571,0.131,1
0,66.1,0.013,0.549,41,0,18.8,0.084,0.245,0
0,342.4,0.3,0.281,51,2,2.08,0.236,0.011,0
0,126.1,0.114,0.768,72,6,6.68,0.645,0.068,1
0,449.7,0.131,0.364,76,1,13.99,0.091,0.065,0
1,0.0,0.074,0.781,16,5,10.84,0.641,0.021,1
0,196.7,0.349,1.007,53,5,7.8,0.477,0,1
0,274.1,0.042,0.705,14,4,6.89,0.427,0.201,0
0,401.5,0.342,0.744,67,1,6.95,0.222,0.129,0
0,182.5,0.177,0.68,24,2,3.83,0.388,0,0
0,340.3,0.233,0.428,41,0,7.0,0.016,0,0
1,0.0,0.173,0.925,80,0,8.0,0.039,0.151,1
0,436.0,0.292,0.963,65,4,13.07,0.38,0.201,0
0,72.5,0.244,0.337,38,5,9.33,0.675,0.13,1
0,456.2,0.221,0.546,64,0,23.1,0.151,0,0
1,0.0,0.029,0.509,23,2,5.15,0.321,0.165,1
0,155.7,0.119,0.607,16,2,4.64,0.419,0,0
0,30.5,0.331,0.434,3,2,1.94,0.389,0.089,0
0,151.4,0.321,0.934,46,0,7.4,0.156,0,0
0,23.4,0.316,0.383,19,0,14.2,0.002,0.241,0
0,417.2,0.103,0.921,66,3,13.39,0.398,0.016,0
0,496.6,0.256,0.885,53,0,13.2,0.0,0.047,0
0,356.3,0.11,0.865,15,2,3.26,0.162,0,0
0,475.1,0.22,0.468,53,6,3.34,0.537,0.067,0
0,107.3,0.307,0.82,81,2,1.48,0.508,0,1
0,29.0,0.241,0.63,37,3,8.19,0.547,0.004,1
0,250.2,0.221,0.558,69,1,2.13,0.0,0.148,0
0,215.6,0.157,0.333,22,2,10.08,0.192,0.116,0
0,304.5,0.241,0.565,29,0,19.1,0.199,0,0
0,201.8,0.155,0.284,19,1,5.43,0.186,0,0
0,272.6,0.273,0.735,39,0,20.1,0.12,0.177,0
0,54.2,0.247,0.659,75,4,3.55,0.167,0,1
0,152.2,0.056,0.386,50,0,5.9,0.0,0.238,0
0,255.7,0.277,0.428,52,6,11.7,0.651,0.114,1
0,74.3,0.259,0.309,17,2,0.79,0.523,0.045,0
0,56.8,0.206,0.613,42,2,6.66,0.247,0,0
1,0.0,0.165,0.397,29,4,4.54,0.462,0.023,1
1,0.0,0.086,0.832,34,4,10.86,0.325,0.081,1
0,191.2,0.197,0.341,71,0,19.0,0.077,0.1,0
1,0.0,0.087,0.795,15,5,11.53,0.659,0.084,1
0,27.9,0.241,0.254,55,4,12.02,0.536,0,1
0,167.7,0.248,0.76,71,0,15.6,0.096,0.07,0
0,91.4,0.153,0.488,60,6,12.15,0.66,0,1
1,0.0,0.146,0.52,44,6,4.43,0.558,0.201,1
0,266.4,0.072,0.543,4,1,7.35,0.126,0.068,0
0,90.5,0.25,0.479,62,3,1.47,0.586,0.04,1
1,0.0,0.161,0.517,61,0,13.8,0.192,0,1
0,464.7,0.096,0.464,2,2,14.05,0.117,0.007,0
0,368.0,0.098,0.337,15,5,9.85,0.678,0,0
1,0.0,0.212,0.591,60,0,24.6,0.094,0.048,0
0,243.0,0.0,0.29,16,3,6.67,0.297,0,0
0,128.0,0.138,0.509,15,2,8.19,0.393,0,0
0,358.6,0.294,0.709,49,6,2.24,0.583,0.144,1
0,22.4,0.128,0.506,27,1,9.45,0.31,0,0
0,106.0,0.126,0.421,69,2,13.78,0.34,0.037,0
0,26.4,0.096,0.897,49,1,9.57,0.333,0.023,1
1,0.0,0.221,0.692,12,0,6.0,0.0,0.217,1
0,355.8,0.062,0.725,66,0,16.1,0.029,0,0
0,331.0,0.258,0.895,41,0,27.6,0.0,0,0
1,0.0,0.005,0.795,74,0,9.8,0.054,0.005,1
0,145.0,0.07,0.663,81,1,4.47,0.211,0.007,0
1,0.0,0.293,0.569,67,0,9.6,0.125,0.086,1
0,396.5,0.076,0.838,50,1,12.64,0.136,0,0
0,376.2,0.258,0.645,59,1,2.54,0.121,0.102,0
0,489.8,0.091,0.554,7,2,5.56,0.442,0,0
0,28.0,0.292,0.586,26,2,9.87,0.216,0,0
1,0.0,0.29,0.691,48,1,7.28,0.37,0.089,1
0,242.9,0.164,0.492,6,0,13.1,0.125,0.096,0
0,174.0,0.227,0.465,61,3,8.43,0.316,0.051,0
1,0.0,0.16,0.776,21,1,4.16,0.087,0.102,1
0,384.0,0.315,0.497,47,5,6.31,0.474,0.144,0
0,444.4,0.338,0.833,64,0,21.6,0.058,0.024,0
0,402.7,0.161,0.691,56,0,12.5,0.145,0.101,0
0,223.9,0.253,0.859,34,0,16.9,0.0,0.125,0
0,337.5,0.291,0.321,65,2,11.56,0.107,0.142,0
0,411.7,0.256,0.624,37,3,10.21,0.373,0.047,0
0,190.9,0.119,0.776,72,6,3.84,0.609,0.026,1
0,223.3,0.119,0.339,42,2,10.29,0.173,0.058,0
0,344.3,0.292,0.51,69,6,13.01,0.632,0.054,0
0,73.1,0.177,0.571,30,2,11.68,0.225,0.108,0
0,256.0,0.273,0.989,67,0,29.5,0.0,0,0
0,83.7,0.118,0.564,3,3,6.81,0.322,0.055,0
0,445.7,0.24,0.695,78,4,4.37,0.368,0.028,0
0,169.1,0.223,0.675,13,2,4.11,0.289,0.068,0
0,447.4,0.121,0.426,14,5,7.15,0.41,0.119,0
0,308.6,0.253,0.887,71,2,13.95,0.25,0,0
0,363.6,0.26,0.579,67,1,8.78,0.184,0.161,0
1,0.0,0.299,0.285,8,3,3.62,0.424,0.025,1
1,0.0,0.235,0.368,45,1,0.57,0.241,0.087,1
0,144.6,0.162,0.389,79,2,3.71,0.127,0,0
0,321.0,0.115,0.624,38,2,5.13,0.18,0.07,0
0,113.2,0.244,0.512,8,0,20.8,0.0,0.022,0
0,159.0,0.263,0.271,2,5,2.92,0.829,0,1
0,378.2,0.099,0.55,13,0,14.5,0.099,0.037,0
0,289.7,0.063,0.978,30,4,6.42,0.492,0.051,0
1,0.0,0.098,0.722,41,4,8.27,0.296,0.149,1
0,86.9,0.306,0.58,39,3,10.01,0.354,0.035,0
1,0.0,0.229,0.664,2,1,2.51,0.0,0,1
0,169.3,0.087,0.736,34,0,23.6,0.0,0.137,0
1,0.0,0.179,0.373,34,1,3.04,0.358,0,1
0,111.4,0.161,0.569,51,0,29.3,0.125,0.011,0
1,0.0,0.293,0.69,73,0,23.7,0.008,0,0
0,44.5,0.146,0.664,4,6,14.84,0.636,0.031,1
0,153.6,0.139,0.709,16,6,9.92,0.604,0.068,1
1,0.0,0.264,0.518,38,0,27.8,0.112,0.066,0
0,171.7,0.243,0.629,50,1,5.47,0.117,0,0
0,301.3,0.266,0.268,34,5,5.76,0.574,0.001,0
0,288.1,0.107,0.361,65,0,20.2,0.099,0.002,0
1,0.0,0.106,0.45,16,4,6.38,0.643,0.014,1
0,325.5,0.205,0.486,19,6,2.95,0.589,0.042,0
0,177.8,0.108,0.609,66,6,3.36,0.64,0,1
0,421.6,0.296,0.821,35,6,0.98,0.627,0,1
1,0.0,0.296,0.997,74,3,8.72,0.346,0.051,1
0,348.0,0.228,0.688,59,0,29.5,0.042,0.114,0
0,454.0,0.046,0.38,7,5,7.42,0.388,0.185,0
0,166.2,0.222,0.546,21,1,1.95,0.186,0,0
0,432.0,0.039,0.394,3,3,14.89,0.363,0.049,0
0,251.4,0.062,0.44,43,1,13.08,0.15,0.114,0
0,64.6,0.265,0.464,16,3,7.69,0.318,0.109,1
0,56.3,0.302,0.632,58,1,11.79,0.156,0,0
1,0.0,0.165,0.634,8,6,2.74,0.649,0.126,1
0,427.7,0.214,0.575,21,6,9.13,0.51,0.114,0
0,191.7,0.107,0.49,42,2,8.67,0.327,0.051,0
0,37.1,0.143,0.981,46,0,25.5,0.094,0.163,0
0,167.7,0.277,0.76,54,5,7.79,0.739,0.074,1
0,88.6,0.253,0.901,76,6,6.16,0.802,0.019,1
1,0.0,0.131,0.442,13,2,6.85,0.545,0.031,1
0,169.0,0.271,0.914,6,1,8.82,0.051,0.017,0
0,282.8,0.286,0.704,41,2,13.62,0.361,0,0
0,167.4,0.08,0.677,48,1,9.25,0.2,0.032,0
0,401.1,0.291,0.65,79,5,6.84,0.468,0.143,0
0,397.2,0.172,0.292,72,5,1.84,0.654,0.036,0
0,291.2,0.164,0.852,26,1,7.25,0.251,0.248,0
0,328.7,0.026,0.563,26,0,15.0,0.012,0.158,0
0,219.3,0.091,0.787,13,3,9.98,0.358,0.096,0
0,447.7,0.25,0.706,55,1,3.13,0.284,0.068,0
1,0.0,0.122,0.449,52,6,3.53,0.506,0.023,1
0,124.2,0.322,0.741,25,0,25.9,0.0,0.111,0
0,34.1,0.153,0.478,66,0,29.2,0.0,0,0
1,0.0,0.043,0.534,4,2,11.37,0.223,0.098,1
0,244.2,0.178,0.459,28,2,14.44,0.233,0.111,0
0,419.9,0.152,0.88,71,6,9.83,0.563,0.108,1
0,32.2,0.297,0.338,62,0,22.4,0.026,0.052,0
0,434.5,0.231,0.826,28,0,9.4,0.0,0.045,0
0,440.7,0.038,0.364,30,6,5.91,0.512,0.111,0
0,393.8,0.116,0.738,29,0,18.5,0.063,0,0
0,449.6,0.032,0.526,28,4,6.89,0.49,0.141,0
0,162.6,0.164,0.631,35,5,10.19,0.646,0.103,1
0,117.5,0.045,0.3,69,2,4.59,0.136,0.005,0
0,100.5,0.231,0.587,6,4,8.0,0.529,0.045,1
0,334.0,0.203,0.842,75,1,14.7,0.097,0.163,0
0,89.3,0.113,0.825,57,6,13.11,0.75,0.035,1
0,277.5,0.041,0.615,38,2,14.95,0.245,0.078,0
0,388.3,0.16,0.497,15,1,1.42,0.205,0.136,0
0,487.8,0.291,0.454,37,1,7.06,0.139,0,0
1,0.0,0.064,0.754,53,0,10.0,0.046,0,1
1,0.0,0.184,0.397,14,0,14.4,0.0,0.089,0
1,0.0,0.079,0.909,27,1,4.54,0.386,0.0,1
0,447.9,0.164,0.469,72,1,10.77,0.356,0.023,0
1,0.0,0.208,0.48,63,3,12.43,0.367,0,1
0,326.6,0.137,0.464,53,1,2.54,0.127,0,0
1,0.0,0.331,0.335,46,2,0.66,0.464,0.096,1
0,123.8,0.153,0.671,62,0,27.0,0.135,0.053,0
0,475.2,0.014,0.521,7,0,26.9,0.0,0,0
0,53.4,0.256,0.436,18,2,6.61,0.179,0,0
0,422.7,0.256,0.483,49,2,1.7,0.546,0.136,0
1,0.0,0.152,0.703,19,4,9.3,0.567,0,1
0,30.6,0.038,0.705,66,1,5.73,0.049,0,0
0,180.2,0.276,0.611,30,6,11.29,0.697,0,1
0,287.8,0.008,0.775,78,3,12.82,0.346,0.198,0
0,145.5,0.274,0.904,48,0,10.2,0.274,0.063,0
0,372.9,0.264,0.901,39,2,9.44,0.238,0,0
0,457.9,0.032,0.563,58,2,3.43,0.436,0.107,0
0,404.9,0.314,0.505,67,1,8.94,0.28,0,0
1,0.0,0.062,0.393,70,5,13.76,0.488,0,1
0,360.8,0.186,0.473,44,5,8.77,0.886,0.203,0
1,0.0,0.054,0.376,53,1,13.19,0.16,0,1
0,16.1,0.085,0.617,25,2,8.57,0.315,0.049,0
0,317.4,0.311,0.773,35,1,6.75,0.261,0,0
0,166.9,0.125,0.771,50,4,8.89,0.633,0.152,1
1,0.0,0.11,0.462,11,1,7.25,0.136,0.026,0
1,0.0,0.153,0.879,60,0,19.0,0.018,0.04,0
0,41.3,0.124,0.904,78,5,7.62,0.714,0,1
0,115.5,0.158,0.469,52,5,12.08,0.448,0.046,1
1,0.0,0.11,0.292,36,5,2.24,0.271,0.159,1
1,0.0,0.145,0.432,5,0,25.9,0.276,0.084,0
0,473.6,0.201,0.515,21,0,26.2,0.0,0.078,0
0,356.6,0.308,0.398,56,1,5.59,0.125,0.024,0
0,20.0,0.212,0.459,60,0,29.1,0.063,0.042,0
0,160.1,0.28,0.843,59,1,9.73,0.026,0.051,0
0,303.9,0.201,0.892,59,4,2.66,0.443,0.058,1
0,468.3,0.311,0.484,44,0,13.7,0.101,0.138,0
1,0.0,0.054,0.981,11,2,11.87,0.181,0.162,1
0,175.8,0.128,0.638,30,0,14.0,0.245,0,0
1,0.0,0.035,0.623,14,5,8.84,0.347,0,1
1,0.0,0.225,0.532,56,1,14.19,0.054,0.088,1
0,167.5,0.169,0.875,45,6,10.63,0.661,0.027,1
0,160.5,0.206,0.692,75,4,0.91,0.696,0.034,1
0,371.9,0.183,0.713,76,1,1.93,0.4,0.211,0
0,45.8,0.071,0.673,76,2,3.49,0.166,0,1
0,492.4,0.345,0.786,76,0,8.5,0.052,0.053,0
0,343.4,0.249,0.842,47,2,10.51,0.161,0.092,0
0,134.2,0.004,0.68,65,6,10.5,0.862,0.086,1
0,452.1,0.171,0.364,49,6,10.87,0.622,0,0
0,63.2,0.042,0.688,18,1,2.34,0.342,0.14,0
0,64.6,0.013,0.708,73,1,6.82,0.037,0.145,0
1,0.0,0.268,0.786,76,5,0.71,0.761,0.141,1
0,461.7,0.123,0.294,33,0,28.7,0.0,0.048,0
0,22.4,0.154,0.451,61,0,18.7,0.0,0.034,0
0,210.9,0.187,0.779,40,2,1.06,0.524,0,0
0,408.7,0.269,0.829,77,5,8.41,0.55,0.198,1
0,469.2,0.226,0.528,51,6,7.61,0.65,0.274,0
0,232.6,0.308,0.626,59,2,14.99,0.164,0.107,0
0,221.6,0.105,0.719,12,1,14.82,0.249,0.129,0
0,235.7,0.158,0.476,30,0,23.1,0.149,0.065,0
0,288.5,0.332,0.523,22,4,13.01,0.475,0,0
0,63.2,0.228,0.995,2,2,1.24,0.494,0.071,1
0,333.2,0.328,0.516,55,2,8.73,0.384,0.253,0
0,291.8,0.28,0.555,65,3,5.09,0.195,0.151,0
0,341.3,0.275,0.765,75,2,12.86,0.167,0.209,0
0,160.7,0.023,0.705,24,3,5.41,0.405,0.081,0
1,0.0,0.056,0.32,2,2,2.8,0.143,0.021,1
0,488.3,0.232,0.326,76,0,27.0,0.034,0,0
0,297.2,0.346,0.706,58,3,13.46,0.588,0.014,0
0,444.4,0.024,0.731,62,0,29.8,0.0,0.08,0
0,153.3,0.277,0.879,18,0,20.5,0.0,0,0
1,0.0,0.098,0.268,41,0,6.3,0.107,0.055,0
0,498.1,0.118,0.812,23,6,1.66,0.75,0.037,0
1,0.0,0.007,0.532,32,0,22.4,0.031,0.04,0
0,403.5,0.299,0.472,37,1,8.51,0.071,0.054,0
0,404.7,0.32,0.268,65,0,11.1,0.0,0.063,0
1,0.0,0.281,0.257,80,2,13.12,0.207,0.019,1
0,319.2,0.116,0.321,64,1,13.81,0.006,0.096,0
0,11.9,0.277,0.68,32,2,9.57,0.315,0.188,1
0,239.9,0.256,0.297,58,4,0.59,0.487,0.074,0
0,440.3,0.201,0.756,72,1,3.21,0.015,0.274,0
1,0.0,0.104,0.444,27,1,12.45,0.271,0.041,0
0,147.9,0.056,0.446,74,5,11.46,0.414,0.101,1
0,166.0,0.27,0.686,73,5,4.31,0.485,0.097,1
0,191.5,0.105,0.879,57,1,9.01,0.24,0.07,0
0,237.2,0.315,0.685,32,2,14.27,0.274,0.149,0
0,495.0,0.221,0.528,59,0,19.8,0.068,0.083,0
0,106.9,0.174,0.852,11,1,3.8,0.186,0,0
0,223.2,0.298,0.297,68,0,28.8,0.013,0,0
0,403.8,0.146,0.749,38,6,5.0,0.744,0,0
1,0.0,0.045,0.489,65,2,8.7,0.231,0.053,1
0,347.3,0.319,0.89,21,1,8.55,0.205,0,0
0,451.9,0.338,0.879,6,5,3.94,0.599,0,0
1,0.0,0.308,0.711,71,4,7.62,0.454,0,1
0,42.8,0.136,0.457,63,2,12.79,0.32,0.072,0
1,0.0,0.169,0.968,19,2,9.27,0.184,0,1
0,479.3,0.209,0.288,57,4,12.08,0.414,0.189,0
0,156.1,0.071,0.615,28,0,14.2,0.136,0.091,0
0,316.7,0.194,0.457,46,3,4.5,0.32,0,0
0,70.7,0.304,0.345,33,4,0.87,0.645,0,1
0,170.0,0.293,0.48,9,0,27.1,0.199,0.094,0
0,78.6,0.036,0.436,35,2,5.4,0.277,0,0
0,206.3,0.022,0.531,62,4,12.43,0.493,0,0
0,121.4,0.02,0.286,53,3,1.11,0.646,0.061,0
0,477.7,0.048,0.726,31,0,17.8,0.045,0.067,0
0,29.7,0.206,0.55,37,0,19.5,0.0,0,0
0,204.6,0.053,0.831,45,1,8.57,0.091,0.047,0
0,105.9,0.314,0.416,78,3,9.25,0.481,0,1
0,110.2,0.039,0.807,55,1,11.52,0.142,0,0
1,0.0,0.286,0.684,52,5,13.41,0.485,0.081,1
0,161.9,0.076,0.409,32,2,7.14,0.12,0.135,0
1,0.0,0.1,0.439,3,0,27.1,0.0,0.117,0
0,473.9,0.326,0.731,61,0,6.3,0.064,0.101,0
0,147.2,0.229,0.915,43,0,11.6,0.145,0.201,0
0,69.0,0.223,0.91,21,0,5.4,0.113,0.08,0
1,0.0,0.096,0.6,62,1,1.44,0.204,0.041,1
0,221.9,0.163,0.706,76,6,1.41,0.81,0,1
0,22.0,0.095,0.523,81,6,1.14,0.912,0,1
1,0.0,0.333,0.787,75,1,5.78,0.06,0,1
0,365.8,0.189,0.503,59,5,6.33,0.56,0,0
0,82.3,0.235,0.544,26,0,20.1,0.117,0.002,0
1,0.0,0.302,0.514,63,5,5.45,0.637,0,1
1,0.0,0.049,0.551,28,0,29.8,0.0,0.024,0
1,0.0,0.233,0.749,39,3,2.2,0.315,0.034,1
1,0.0,0.328,0.529,8,2,11.37,0.137,0,1
0,418.8,0.313,0.902,17,0,17.4,0.192,0.156,0
0,128.5,0.142,0.317,57,0,5.4,0.031,0.102,0
0,134.2,0.333,0.773,80,5,4.85,0.417,0.008,1
0,313.4,0.322,0.279,19,0,17.5,0.004,0.099,0
1,0.0,0.269,0.697,37,6,7.61,0.68,0.072,1
0,381.9,0.03,0.307,69,3,6.01,0.279,0.143,0
1,0.0,0.272,0.496,80,6,2.36,0.667,0.141,1
1,0.0,0.156,0.415,9,2,12.12,0.093,0.021,0
1,0.0,0.172,0.351,44,5,5.31,0.6,0.086,1
0,107.6,0.17,0.734,59,2,1.14,0.437,0.117,1
0,359.8,0.283,0.331,4,5,0.84,0.524,0,0
0,20.1,0.184,0.325,21,0,12.0,0.0,0.02,0
0,242.6,0.177,0.933,66,0,9.0,0.081,0,0
0,333.3,0.191,0.291,58,5,6.49,0.482,0.029,0
0,15.5,0.021,0.636,7,4,0.63,0.643,0.082,1
0,431.7,0.28,0.594,54,0,9.3,0.0,0.013,0
0,430.3,0.051,0.913,72,5,2.89,0.52,0,0
0,469.4,0.29,0.492,40,2,0.9,0.291,0,0
0,376.8,0.045,0.653,29,6,13.14,0.737,0.011,0
1,0.0,0.101,0.27,73,4,1.73,0.644,0.022,1
0,147.6,0.228,0.587,40,1,12.9,0.075,0,0
1,0.0,0.243,0.713,8,0,16.7,0.148,0.1,0
0,133.3,0.094,0.708,52,2,13.94,0.351,0.023,0
0,180.8,0.107,0.53,48,5,6.65,0.458,0,1
0,103.1,0.24,0.391,22,5,8.04,0.515,0.145,1
0,322.9,0.072,0.389,18,2,4.06,0.171,0.056,0
0,134.8,0.025,0.892,31,0,6.7,0.0,0.073,0
0,232.8,0.347,0.638,28,1,4.35,0.29,0.037,0
0,199.6,0.042,0.691,75,0,26.2,0.053,0.033,0
0,72.4,0.034,0.276,9,0,5.2,0.0,0.145,0
0,118.0,0.211,0.526,51,0,5.6,0.154,0,0
0,404.8,0.289,0.262,61,0,19.3,0.0,0,0
0,424.2,0.077,0.874,53,1,2.06,0.102,0.055,0
1,0.0,0.301,0.403,71,2,10.83,0.097,0.096,1
0,21.3,0.268,0.628,14,2,5.17,0.342,0,0
0,307.2,0.131,0.739,33,0,24.7,0.073,0.117,0
0,450.2,0.133,0.792,9,1,9.86,0.192,0.166,0
0,200.5,0.121,0.494,24,2,1.8,0.398,0.108,0
0,87.5,0.077,0.675,56,0,29.5,0.304,0,0
0,356.5,0.056,0.286,71,4,14.01,0.37,0.069,0
0,122.3,0.109,0.747,2,0,19.3,0.0,0.083,0
0,151.2,0.165,0.432,56,5,10.83,0.592,0.065,1
0,391.7,0.194,0.361,58,1,11.91,0.093,0.028,0
0,261.5,0.007,0.553,60,0,16.7,0.092,0.001,0
0,236.6,0.159,0.368,4,0,6.7,0.0,0.048,0
0,269.2,0.171,0.751,14,3,14.45,0.438,0.024,0
0,378.3,0.183,0.756,65,0,10.2,0.0,0,0
0,66.6,0.316,0.489,41,3,3.38,0.456,0.059,1
1,0.0,0.277,0.464,50,0,5.4,0.007,0.062,1
0,205.6,0.25,0.607,28,0,11.1,0.137,0.141,0
0,237.9,0.135,0.31,44,2,12.41,0.308,0.028,0
0,43.2,0.116,0.379,69,0,23.6,0.017,0.039,0
0,21.8,0.141,0.667,45,2,1.24,0.392,0.009,1
0,381.7,0.152,0.686,9,4,1.48,0.828,0.013,0
0,368.4,0.222,0.79,70,5,6.07,0.652,0.032,1
0,15.9,0.047,0.538,62,2,8.43,0.243,0.228,0
0,140.1,0.169,0.799,60,6,7.66,0.65,0.128,1
0,312.2,0.343,0.454,10,4,13.39,0.485,0,0
1,0.0,0.182,0.834,50,1,12.32,0.045,0,1
1,0.0,0.105,0.581,49,0,25.6,0.0,0,0
0,453.5,0.324,0.531,30,2,8.72,0.495,0.032,0
1,0.0,0.168,0.429,74,2,6.39,0.156,0.084,1
0,67.9,0.082,0.559,54,2,6.74,0.238,0.056,0
0,174.7,0.209,0.303,71,0,24.9,0.175,0.055,0
0,496.0,0.001,0.413,35,6,10.44,0.652,0.085,0
1,0.0,0.031,0.504,77,5,1.69,0.702,0.05,1
0,413.9,0.172,0.681,14,0,25.8,0.0,0.044,0
1,0.0,0.298,0.747,69,3,9.29,0.34,0.031,1
0,407.0,0.126,0.662,30,2,12.2,0.132,0.072,0
0,336.5,0.074,0.342,71,0,19.7,0.085,0.076,0
0,148.4,0.116,0.746,26,2,2.28,0.268,0,0
1,0.0,0.255,0.414,21,6,0.99,0.836,0.093,1
0,200.9,0.284,0.532,40,3,2.43,0.36,0,1
0,332.6,0.335,0.392,60,1,6.53,0.0,0.07,0
0,261.3,0.173,0.812,28,0,24.3,0.217,0,0
1,0.0,0.131,0.698,17,1,3.56,0.077,0.152,1
1,0.0,0.137,0.74,3,1,6.81,0.032,0.187,0
0,482.4,0.207,0.764,76,1,5.32,0.033,0.112,0
0,465.2,0.32,0.887,6,1,7.01,0.04,0.014,0
0,410.2,0.234,0.412,14,1,1.09,0.404,0.024,0
0,403.2,0.096,0.263,42,5,10.12,0.614,0,0
1,0.0,0.231,0.883,32,4,11.02,0.514,0.155,1
0,327.0,0.331,0.781,48,0,21.4,0.059,0.011,0
0,110.0,0.057,0.464,12,4,9.77,0.502,0.071,0
0,42.3,0.27,0.34,24,2,2.26,0.413,0.064,0
0,260.3,0.168,0.302,70,2,3.06,0.294,0,0
1,0.0,0.282,0.38,38,0,18.1,0.069,0.031,0
0,24.6,0.299,0.547,30,1,2.93,0.067,0,0
0,418.9,0.327,0.566,40,6,5.85,0.57,0.068,0
0,11.8,0.124,0.756,28,0,29.2,0.077,0.024,0
1,0.0,0.268,0.537,11,2,2.24,0.138,0.102,1
0,130.6,0.188,0.782,74,1,10.14,0.304,0.049,1
0,176.6,0.144,0.537,18,1,11.21,0.0,0.035,0
0,170.6,0.249,0.72,69,2,2.14,0.419,0.028,0
1,0.0,0.074,0.419,11,4,13.74,0.497,0.161,1
1,0.0,0.305,0.592,43,0,27.4,0.05,0.027,0
0,141.8,0.018,0.788,81,0,27.3,0.0,0.191,0
0,275.6,0.092,0.948,50,0,13.4,0.139,0.214,0
0,240.5,0.255,0.815,16,1,14.85,0.105,0.147,0
0,292.6,0.255,0.409,26,1,9.39,0.007,0.146,0
1,0.0,0.144,0.404,66,2,4.2,0.302,0.047,1
0,208.7,0.067,0.665,7,0,29.2,0.051,0.176,0
